#,color,size,content
319,银色,128GB,物流包装是真拉胯，其他的还好
320,远峰蓝色,256GB,心心念的手机总于抢到了，真的很期待，抢了好久，期待带来好的手机体验！第一就上档次，屏幕也大！期待后续的手机体验！
321,银色,256GB,边框不锈钢粘指纹很严重，但是为了美。颜值就是正义，美得绝绝子，京东很快，黑龙江小城，从沈阳发货，隔天到。有保护泡沫。爱不释手，漂亮!声音音质也很好，双扬声器，拍照无敌，12期免和送一年aC+，下手的，我觉得AC+对我很重要。我心里安稳一点。有的人
322,石墨色,512GB,"手机非常好用 ?不亏是地标最强处理器
拍照效果：拍照特别清晰 自动对焦
待机时间：待机时间比上一代强太多了 电池非常耐用
其他特色：120赫兹自适应高刷真的太给力了
外形外观：外观非常大气值得购买
运行速度：运行内存增加到了6GB 用久了也不会卡顿
屏幕音效：音质特别好 不是安卓手机能比的?"
323,石墨色,256GB,"外形外观：包装精致，没有磕碰。石墨色还是耐看呀
屏幕音效：顶级2k oled，没的说，舒服
拍照效果：流畅，变焦顺滑，夜拍进步很大
运行速度：流畅，流畅，流畅
其他特色：除了厚重，其他没毛病"
324,远峰蓝色,256GB,"外形外观：远峰蓝色，雾面即视感，好高级！
屏幕音效：音效堪比耳机，回音转音特别棒！
拍照效果：拍照比我的X高级太多啦，不是一个档次的！
运行速度：运行速度超快
待机时间：我现在两天充一次电，平时也不怎么玩游戏，够用，出门不用担心没电了！
其他特色：屏很大，发现也不错，挺好，整体很满意！"
325,远峰蓝色,256GB,"期待已经的手机了，抢了多次抢不到，包装精美，
屏幕音效：屏幕显示效果比12好了很多，音效升级，完美
拍照效果：升级的多种拍照模式，还有电影模式，
运行速度：运行速度非常快，流程无卡顿
待机时间：待机明显变长，中度一直使用8个小时没问题，还剩20%
其他特色：蓝色还是好看，而且这代的信号?稳定了"
326,金色,256GB,"13用起来手感无敌 高刷也非常爽 很流畅
暂时没有遇到过卡顿 颜值非常高?????
京东物流也给力 23号拍 26号就到了"
327,远峰蓝色,128GB,苹果13 pro  MaX拿到手后真实体验很不错，5G信号稳定，上网速度很快，流程无卡顿，很棒，外观设计颜色远峰蓝很惊艳，拍照清晰，运行速度还是一如既往的给力，包括电池续航能力提高了不少，不错十三香
328,远峰蓝色,256GB,iPhone 13 Pro Max 远峰蓝也太好看了吧？光看这个包装就很高大上，这材质，这触感，摸起来太舒服了，感谢京东让我抢到这个手机，心仪好久了，线下买价格都好贵，比官网原价还贵，线上通过京东买，直接就原价抢到了，正好需要一个充电头，买的是充电套装，非常实用，价格也很美丽。
329,远峰蓝色,512GB,"用了几天了，整体流畅度包括使用情况很都好，比13要强得多，续航能力也是非常优秀，解决了之前续航的问题
外形外观：很好看
屏幕音效：非常棒，声音特别清晰
拍照效果：微距很厉害
运行速度：非常流畅
待机时间：12小时左右，不间断玩9小时左右"
330,远峰蓝色,256GB,"外形外观：颜值不用多说，好看，颜色好
屏幕音效：音效果很正，很不错，歌曲放的声音大
拍照效果：照片当然是地表最强了
运行速度：运行速度快，高刷游戏，页面都是很好
待机时间：待机时间特别长&hellip;&hellip;一天一冲重度使用
其他特色：唯一要说缺点没有送官网的Apple Care+"
331,金色,256GB官网标配,发货非常快，原装没开封。从xsmax64G换到13 pro max256，现在可以放心用了，不用再担心内存不足问题。
332,苍岭绿色,512GB官网标配,苹果手机用着就是好，收到查询后确认是正品，用了一周使用正常，系统很流畅。卖家承诺邮寄顺丰，邮寄也很快收到。
333,石墨色,256GB官配+原配20W闪充+壳膜,"外形外观：很漂亮
屏幕音效：很好
拍照效果：漂亮、清晰
运行速度：很快
待机时间：待机时长"
334,远峰蓝色,512GB官配+原配20W闪充+壳膜,手机很好看的，好用，真不错，用着非常流畅?
335,远峰蓝色,512GB官网标配,"运行速度：非常快
拍照效果：不错很好
屏幕音效：音效一级棒
外形外观：蓝色的太好看了
其他特色：看电影很舒服"
336,石墨色,256GB官网标配,犹豫了很久，最终选择了这款max，屏幕尺寸很大，听歌玩游戏都很过瘾，电池非常耐用，拍照很清晰，苹果的手机性能真是好，石墨色很好看！
337,远峰蓝色,256GB官网标配,"手机收到，用了几天体验之后再来评价：
外形外观：与商品描述一致
屏幕音效：好
拍照效果：好
运行速度：很快。"
338,远峰蓝色,512GB官配+原配20W闪充+壳膜,完全未拆封是正品质量有保障 使用很流畅 体验很棒
339,苍岭绿色,256GB官网标配,"拍照效果：特别好
运行速度：超级快
待机时间：一天多
外形外观：超漂亮的颜色"
340,远峰蓝色,256GB官配+原配20W闪充+壳膜,13pormax远峰蓝太美啦，大屏幕看着特别清晰，非常值得入手！
341,远峰蓝色,256GB官配+原配20W闪充+壳膜,终于到手啦！！！原装无激活国航正品，店家还送了原装充电头和手机壳手机膜，价格也便宜一些，真的非常满意，支持一波～
342,银色,128G官网标配,物流速度很快 顺丰一天就到了 查过了是国行未激活正品 白色很大气 手感也很好 运行速度快 续航非常给力 还送了一个透明手机壳和两张钢化膜 手机壳很厚实质量非常好 良心卖家五星好评
343,金色,256GB官配+原装头+壳膜,13pm，电影模式非常有意思，拍儿子走路很有趣，最让我吃惊的是待机，基本上一天多没问题，充电还算快。拍照效果广角宽容度极高。爱不释手。
344,远峰蓝色,256GB官网标配,手机使用了两天，运行非常流畅，续航持久，拍照也好，非常的完美，价格非常的优惠，非常满意
345,银色,128G官网标配,货到之后小心翼翼拆开，各方面用起来特别好，丝滑流畅，外观完美.查看an码是正品，完美下车哈
346,石墨色,256GB官配+原配20W闪充+壳膜,商家不开发票，一次一次的拖，烦透了，都问了3次，回复还是一样，说什么财务没有上班，那财务是不是一个月都不用上班的，过分！
347,远峰蓝色,256GB官网标配,用了几天来评价。完美产品，声音完美，屏幕完美，手机完美！物流超给力，客服态度好！后？
348,远峰蓝色,256GB官配+原配20W闪充+壳膜,宝贝收到几天了，一直没空。今晚得空拿了验看。非常满意。因为我前面的手机也是苹果手机。很容易安装上手。
349,苍岭绿色,128G官网标配,国行正品，运行速度超级快，拍照效果真的是秒天秒地秒空气，拍出来的效果是杆杆。
350,远峰蓝色,512GB官网标配,看起来不错，还送了充电插头，快递很快，当天发货，第二天就到，服务态度也好
351,远峰蓝色,256GB官网标配,手机到货，很惊喜，蓝色很漂亮，上手质感挺不错的，是想要的。
352,远峰蓝色,256GB官网标配,不愧是苹果手机，电子厂的奢侈品，待机时间很长，好用！
353,远峰蓝色,256GB官网标配,发货很快，顺丰包邮，全新未拆封！
354,远峰蓝色,128G官网标配,包装的很好，用起来很顺畅，特别满意棒棒哒
355,金色,256GB官配+原配20W闪充+壳膜,颜值不错，大侄女很喜欢，送给侄女考学的礼物??
356,苍岭绿色,256GB官配+原配20W闪充+壳膜,手机验证过了，绝对正品，颜色外观很OK，推荐值得购买，客户服务态度很好
357,远峰蓝色,256GB官网标配,手感超级好，物流也很快，速度确实完败安卓了，值得推荐。
358,远峰蓝色,256GB官网标配,用了一天，系统流畅，体验很好
359,远峰蓝色,256GB官配+原装头+壳膜,用了两周了！确实很棒、蓝色也很好看
360,苍岭绿色,256GB官配+原配20W闪充+壳膜,手机颜色很好看，造型不错，是正品
361,银色,256G,东西很好的！没有毛病，最好选择那种线下店面下单。
362,石墨色,256G,特别不错，这是第二次在拍拍买手机了，99新和新的没有区别，用着一样，看不出任何瑕疵，用着挺满意的，拿着的手感也特别好，我会推荐给我的朋友的
363,银色,512G,非常哇塞的手机 跟新机一毛一样 还便宜好几千 性价比超高 拍拍严选yyds，还送了手机壳和钢化玻璃膜 还有20w充电器数据线 下次买手机就认定这家店了 推荐朋友来??????????
364,远峰蓝色,128G,很快 两天就到了。不错?
365,远峰蓝色,256G,拿到手跟新的一样 感觉非常好 非常喜欢
366,银色,256G,首先东西很好。这是第二次在二手拍拍买电子产品。第一个使用的8p用了五年。完全一点毛病没有。值得点赞的商品 质量过硬的检验 服务周到的服务 这个13p到手目前感觉良好。毕竟价钱与质量并齐 便宜没好货 好货不便宜。值得购买 二手的相比较新的而言 性价比高 便宜实惠。推荐购买。
367,远峰蓝色,256G,第一次购买拍拍严选的手机，非常奈斯。和全新的没啥两样，还送手机壳钢化膜，快充。6期免息真是太舒服了，保价服务后面还退了我350元，真的太香了，资源机用起来一点问题也没有！！好评
368,远峰蓝色,256G,非常好 机器非常新 看不出来使用痕迹
369,石墨色,256G,手机非常好用，跟新的一样
370,远峰蓝色,128G,手机很不错 和新的一样 推荐购买 冲吧
371,远峰蓝色,128G,很好用，应该二、三年里不用换手机了
372,远峰蓝色,256G,无任何瑕疵，非常满意的一次购物
373,远峰蓝色,256G,比我想的要好很多，很新，第一次买二手机还是这种官方的比较靠谱。
374,远峰蓝色,128G,可以，买的时候还担心会不会有点小瑕疵，买的资源机，虽然没查到生产日期，但用着还不错。
375,远峰蓝色,256G,还不错挺好的全新，电充充电次数一次。就是有点偏暖色屏。
376,石墨色,512G,手机状态不错，就跟新的一样
377,远峰蓝色,256G,可以，看上去是全新的.
378,银色,256G,手机用着快一个月了，没有问题
379,石墨色,256G,挺好的，还不错用着也挺好
380,石墨色,256G,用了一周了 没有任何毛病，功能正常 一个月后来复评
381,远峰蓝色,128G,和新机一样电池100%YYDS
382,石墨色,256G,拍了石墨色发来台金的
383,远峰蓝色,256G,二手精选，和新的没什么区别
384,银色,256G,用着没什么问题
385,远峰蓝色,512G,手机几乎全新，就是玩个30分钟就有点发热。
386,石墨色,512G,一点划痕都没有，有国行资源机还买什么美版港版的
387,远峰蓝色,256G,手机快递是挺快的，但是配件快递是真的真的很慢，4月23号显示准备发货，今天都5月9号了还没发货，咱也不知道配件送还是不送
388,银色,256G,银色的真的挺贵气的~~看着很好看啊!!音效还行~~屏幕亮度的话在大太阳下还是能容易看的清楚。拍照功能非常棒，跟相机有得比，很满意这次购买！！！！
389,银色,256G,特别特别特别好，没有任何破损的地方，，京东旗下的，有保障，，放心
390,远峰蓝色,128G,很好用，应该二、三年里不用换手机了
391,星光色,256GB,iPhone13真的太惊艳了，比较爱玩游戏，最喜欢是就是iPhone了，打游戏完全不会卡顿。之前的手机是内存不够，心心念念的手机终于到手了。13的运行速度非常快，打游戏真的太流畅了，真的非常喜欢这个手机。外观很好看，手感拿着很有质感，屏幕看着非常好，拍照效果很不错，像素高了，新机拍照片怎么都好看。5G高速运行，超长待机一整天。颜色也好看，白色看起来简单大气，非常的干净整洁。运行非常流畅，屏幕显示细腻，给人很舒服的感觉，而且相机夜景提升很大，拍出来的效果堪比佳能相机。之前的手机内存不够了，这次趁着活动购买的，直接卖的是256G的，这下就不怕内存不足了，性价比比较高。待时间不用可以一天时间，刷视频就不行，不过充电时间快，还是非常喜欢这个手机的。而且色彩的优化升级很好，百搭的白色款式。特意使用了半个月，体验感非常好，有经典一代的感觉。
392,粉色,128GB,iPhone13手机收到了，粉色也太好看了吧，真的很喜欢这款手机。真的是一款很不错的手机，手感非常舒服，握持感非常舒服。感觉拍照效果比之前12提升了很多，新一代运行速度快了很多，系统非常流畅，真的很喜欢了。电池也还不错，正常使用，一天到晚上还有百分之30左右。玩游戏也不会发烫，温度都能接受。拍照技术含量高，自带美颜效率非常好，前置摄像头有亮点，非常喜欢！防抖功能也超级赞！音乐播放的音效也特别满意，手机边框手感特别舒服。对于女生来说，拍照打游戏还是很喜欢的。不过单手操作的话还是mini强！音质非常好，屏幕显示细腻色彩饱满，拍照色彩还原度不错，夜景画面比较纯净。使用了一周了，感觉使用感受非常好，外观也好看，摄像有所升级，比12有改进，增加了电影模式太好了，满足了日常需求。电池比以前的要大，充一次电可以用一整天了，总体感觉挺满意的。
393,午夜色,128GB,iPhone 13手机很快就拿到了，打开非常的惊喜呀，非常大气的13手机。我买的是128GB的，这个就够我用了，很好看的手机，我觉得午夜色非常的大气，很有感觉的一部手机。外形非常好看，拿在手里也是非常的舒服，手感很好！手机背面是玻璃亮镜面的材质，这种磨砂与亮面的搭配，看上去非常时尚大气，外观看上去很上档次，方正的外观设计给人感觉非常稳重，很经典的设计。不过还有一点就是今年这款iPhone13的外观设计，跟上一代iPhone12改变不大。一直就是很喜欢苹果手机，就是因为它的系统流畅，升级的A15处理器有不少的省电提升，还有对5G网络的优化，而且还有20W的快充设计，被称为最强的手机。13的拍照也提升了，拍照很清晰，能够满足日常使用，新加的拍视频电影效果很不错。而且手机的待机时间也提升了，音效也很好，运行速度非常快。用了一个星期了，各方面都挺好的！非常满意的一次购物！
394,蓝色,128GB,"外形外观：颜值很高
屏幕音效：声音比之前的苹果手机大 ，音效很好
拍照效果：清晰&hellip;&hellip;&hellip;&hellip;
运行速度：快&hellip;&hellip;&hellip;&hellip;
待机时间：还有待加强&hellip;&hellip;
其他特色：用时间长了 还是会发热"
395,星光色,256GB,"这是第一次在京东上买手机，比较放心，也省事方便，家电电器都是在京东买，安全可靠。手机拿到手已经试了下，感觉很好，颜色也很好看，喜欢?。
外形外观：白色
屏幕音效：好
拍照效果：真实
运行速度：好
待机时间：暂时不知道
其他特色：?"
396,午夜色,128GB,一直在用的是苹果系统，这次看到活动，就来购买 iPhone 13了，活动价格是我能够接受的。还是喜欢黑色，非常的炫酷，外观非常漂亮，屏幕优化升级了，最值得期待的还是系统，这次的系统升级真的超级流畅，速度非常快。新款的手机非常多的功能，先说下屏幕吧，就是一眼看过去精细度、色温、色准都很不错，屏幕亮度不错，太阳下看屏幕也很舒服。再就是音效，杜比音效是自动的，低音效果需要开大音量才能体现出来。苹果的系统也是很强大的，iOS系统流畅性和稳定性。120hz的屏幕，日常屏幕操作跟应用和桌面的切换顺滑。系统稳定性十分好，一直喜欢用苹果的手机。还有就是摄像头了，新增了不少摄像模式，比如夜晚的拍照非常好，对环境的辨识度非常高。A15处理器有不少的省电提升，还有对5G网络的优化。充电速度也是很快的，刚用的20W快充技术加持，电池待机效果明显的提升。
397,粉色,256GB,"手机外形很漂免流畅益物
肆。仟拿的，
法供中浩；自然点
颜色很正，开机：教活
递等过程星无向頭．利番上车话
卡开机，就有电话送：
晰。试了照相．京儀等功菲
个了。外观很好看
有质感、屏幕看
效果 很不错、像素高了
照片怎么都好看。5G高遠逗行
超长待机一整天．颜合世好看，
白色看起来简单大气，非幕会平
净整洁。运行非
示细腻，给人很舒
且椙机夜景提升"
398,蓝色,128GB,"21号抢的，说是30号发货，25号就收到了，满满的惊喜！
用了几天才来评论：
第一感觉就是盒子太小气，一点都不高大上，拿出手机的瞬间还是蛮惊艳的！颜色很满意！
反应速度杠杠的，6.1的直面屏，刘海明显小了一圈，显示清晰，最喜欢的是直面屏可以贴钢化膜了。
6.1不会显得小，也不会太大，手感很奈斯  单手操作还是mini强！
唯一不好的就是信号比别的少一格，wifi挺强的！
扬声器声音开到最大没有了层次感，跟个普通喇叭似的。
电池续航很棒，这个是最满意的了！
iohone7后一直用华为，熬不住想换5g手机，华为又没有，再三考虑买了一个13。   相对于还是喜欢华为的续航信号！  商品爱好而已，无关于爱国，请勿喷我！"
399,星光色,256GB,"外形外观：百搭的白色款式 白里透着淡淡的金色
屏幕音效：清晰明亮的色彩 优化升级
拍照效果：滤镜自带美颜效果非常特别 前置摄像头也有亮点 优化升级
运行速度：无敌超级快 灵敏度极好 完全没有任何问题
待机时间：待时间不用可以一天时间 刷就不行 一般 不过充电时间快
其他特色：刷脸支付支解锁 颜色白色好看 不过好不容易抢到的"
400,蓝色,256GB,快递给力，包装四角尖尖。手机外观如图，蓝色很好看，很耐看，沉稳大气不俗气。手机整体感觉很好，没什么惊艳的地方，也没有什么短板，用起来心里感觉很踏实，像一个可靠的伙伴。好的地方，有相机，照片拍出来很真实，颜色亮丽，拍人物很清晰，会把人从背景里衬托出来。逆光也清晰！续航也不错，轻度使用一天可能就掉个百分之十五到二十的电量。重度使用一天，电量也足够了，无需中间充电。处理器速度已经足够快了，日常使用没有任何卡顿。总体感觉不错，是一次很愉快的购物体验。
401,星光色,512GB,发货快，包装严实，各方面都没破损，机子星光色好看，颜值很高，耐看，打开网页丝滑顺畅，游戏不掉帧，分辨率高，功能很齐全，比12多了许多，人脸识别快捷灵敏，，黑暗拍照清晰无差异，音质清脆，待机时间超长，一天重度七八个小时，一天一冲，耐用性大大提高，爱了爱了
402,星光色,128GB,"外形外观：星空色，外观给我一种很惊艳的感觉，特别是星空色，搭配上这个颜色简直绝了?
屏幕音效：双喇叭扬声器很nice?
拍照效果：拍照、录像效果可以说是非常好?，直接把我之前那个Max秒杀
运行速度：A15速度还是很快的，加上iOS15的加持，手机很流畅
待机时间：续航方面相对比12 提升了很多，满电玩了3小时吃鸡还剩40多电量 还是非常不错的?"
403,粉色,256GB,"真的越看越喜欢?太赞啦，手感超棒，画质超清晰裸机还是不太放心的，给手机买了个壳。而且我前一天买的 第二天就到啦 很快
外形外观：很nice 粉色yyds
屏幕音效：很好
拍照效果：超级清晰
运行速度：很快 不管是刷视频还是开网页"
404,星光色,256GB,以前用过5s和7，后来一直用华为，这次13性价比不错就入手了，苹果系统依然很好用，各方面很满意，屏幕流畅，电池耐用，一天只充一次电。京东快递挺快，第二天就收到了，京东上买了五六台手机了，大平台值得信赖。
405,粉色,256GB,"外形外观：外形设计刘海变小了，摄像头位置变化。
屏幕音效：屏幕上的材质有新的材料应用。12 0的刷新率会舒服很多
拍照效果：拍照的效果要比老款好很多
运行速度：运行速度比上一代要提升不少了。送人的很喜欢
待机时间：待机基本掉电不多。玩游戏，刷视频要比之前续航高很多"
406,星光色,128GB,"外形外观：很好很好看王守义十三香果然很香
屏幕音效：音质很好 比之前用的安卓好多啦
拍照效果：拍照很清楚  很好
运行速度：下载应用  手机运行速度也很快
第一次用IPhone 之前都是在用安卓 感觉很多很喜欢王守义十三香果然香"
407,午夜色,128GB,地址别搞错了，又得多等一天
408,午夜色,256GB,"外形外观：外型中规中矩，经典回归
屏幕音效：屏幕柔性三星?屏很好
拍照效果：原图一模一样，真实的人才最美
运行速度：性能强大
待机时间：惟一缺憾就是待机时间不长，中度玩手机一天一充！
其他特色：20瓦快充还是很快的，40分钟充80%的电"
409,蓝色,128GB,"外形外观：经典
屏幕音效：亮度适中，音响效果不错
拍照效果：效果棒棒哒
运行速度：运行正常没有发热现像
待机时间：待机时间很长"
410,午夜色,256GB,外形外观：外形非常好看，经典的方形块还是不错的，考虑到它的外形还有颜色都很喜欢用起来也很流畅选择了256G的，应该够用了。?屏幕音效：钢化磨合手机壳一起到的直接用局必须给京东赞拍照效果：拍照效果比之前更清晰了，颜@彩更饱和了，新片加强了，价格还是很优惠的。?运行速度：苹果系统依然是很流畅的运行速度不用担心一切完美。
411,蓝色,256GB,收到手机很兴奋，睡不着，第一次买这么贵的手机，开箱第一眼，很惊艳，做工精细，完美无瑕，贵有贵的道理。之前考虑过华为麒麟9000，无奈买不到5G，火龙888+持续高温pass，最终只有iphone13。阉割版A15性能功耗方面达到一个平衡，平时就玩下@，吃鸡，王者，戴上套都是温温的。续航不错，满电上班到下班不用充电，比iphone12强多了，不比4-5千毫安的安卓机差。拍照方面，之前用魅族16spro，感觉和iphone13差不多，肥宅很少拍照，就扫个码?。系统方面，第一次用iOS，很不习惯，下载应用只能在Appstore下载，很多收费应用，安卓白嫖习惯了，还有返回手势很不习惯，只能在左边向右划，flyme左右都可以划，这点比iOS好用多，左右单手操作都行。还有苹果的配件是真的贵，真的环保?
412,午夜色,256GB,"特意用了一段时间来评价。首先相信京东正品，还是不错的。
外形外观：外观好看，不是特别重。
屏幕音效：音效不错，屏幕也很灵敏
拍照效果：拍照好看，很还原，很高清。苹果，大家都懂！
运行速度：很快
待机时间：还可以，不太玩手机，一天没问题。
其他特色：总的来说很好，但是还是觉得应该支持国产华为，有一点小后悔。"
413,午夜色,128GB,特别满意的购物体验！很不错经过实测iPhone13 Pro Max与iPhone12 Pro Max在游戏中差距并不大，并且功耗是有所增大的。如果说平时玩游戏多的用户，iPhone12 Pro Max还是非常合适的，售价低的同时性能依然在线，大型游戏均能流畅运行；而对综合能力有着高要求的用户来说，本次iPhone13 Pro Max在屏幕、电池、性能、影像的提升则更能满足您，尤其是首次加入的高刷与智能分辨率在实际表现中还是非常香的。
414,星光色,256GB,ios系统一如既往的流畅，系统其实有很多的快捷操作，一般人会用的估计五分之一都没有。系统的封闭性没有安卓使用的那么多灵活性，同时ios的下的app比安卓下规范很多。airpods用在苹果手机上确实是绝配，同样的歌在ios听起来质感更强。屏幕优秀，续航也很给力。信号?是真的差呀，wifi信号差，比不上18年的安卓机，4G5G信号确实寒酸，嗐
415,星光色,256GB,外形外观：果粉转安卓再度转果粉，拿到手心情非常激动，大爱直角边，系统流畅，刚买没贴膜所以留指纹，商务日常使用完美。
416,星光色,256GB,"外形外观：外形小巧玲珑，外观简洁大方，配色朴素，而有内涵
屏幕音效：屏幕没有绿边，使用丝滑顺畅，打游戏也很舒服
拍照效果：拍照效果杠杠的，画质清晰，像素感人
运行速度：运行流畅，四个腿赶上了别人八个腿的速度
待机时间：够用
其他特色：充电时间不太快，通病"
417,星光色,256GB,"外形外观：之前用的是苹果8p，虽然尺寸大了，但屏幕看视频的区域更小了，不过不影响正常观感，反倒手机的轻巧让我感到很舒适。
屏幕音效：屏幕很好，没有网传很刺眼的感觉。
拍照效果：真的很棒，除了夜间有&ldquo;鬼影&rdquo;其它很棒
待机时间：强到离谱
运行速度：A15性能杠杠的"
418,午夜色,128GB,"外形外观：黑色的比较经典，高大上
屏幕音效：没有杂音，质感不错
拍照效果：手机的像素，我非常喜欢，苹果手机拍照
运行速度：内存大一点都不卡
待机时间：以自己的使用情况而定"
419,绿色,256GB,"手感超级舒服，绿色颜色鲜艳，辨识度很不错，运行速度新机很爽，256内存也够用，就是不知道4G运存时间久了够不够用，现在有优惠价格还不错！
屏幕音效：音效很棒
拍照效果：体验不明显
运行速度：新机不错的
外形外观：外观设计风格非常好看"
420,午夜色,128GB,iPhone 13性价比真的高，真是13香，而且赠了充电器，很值得买，13的屏幕素质真高，显示效果很细腻，处理器太强了，秒杀其他手机，玩游戏非常的流畅，而且手机发热控制也很好，物流速度快，服务态度也很好！
421,远峰蓝色,128GB 原装20W闪充,13香，真的香，卖家很好，送了一堆东西。第一次从安卓区过来，真心发表个人感想，首先13pro的续航真的太好用了，和之前用的四五千毫安电池的安卓机真就五五开了，牛！而且虽然像素低，但就是靠着顶级的算完美发挥，我真不敢相信这是1600像素拍出来的照片，最后就是整体体验非常好。但不得不说，苹果手机打字还有点不习惯，真得花点时间去适应。
422,远峰蓝色,256GB,外关很不错，很精致，漂亮，很喜欢，颜色也是我喜欢的，犹豫了好久也挑选了好多家的最后还是买了这家的，
423,石墨色,256GB,选择很久了，这款手机终于入手了，虽然不能分期支付一次性支付也怪香的，手感款式都很不错，价格大家都一样，这个商家送了手机壳和钢化膜还是不错的，需要一级买充电器，其他的都挺好的，很喜欢了，颜色也大气不错上档次
424,石墨色,256GB,我一直使用习惯苹果手机了，好久就想换了，这次终于换了，用起来真的是非常不错。内存容量大，用起来就方便了&hellip;&hellip;
425,石墨色,256GB,"外形外观：外观很喜欢！
拍照效果：牌照效果也非常棒！
待机时间：待机时间也比以前强多了！"
426,银色,128GB,"外形外观：金属边框使用起来手感很好
屏幕音效：屏幕尺寸够大，还是全面屏，声音效果很好，声音响亮
拍照效果：照片清晰，照片层次感分明
运行速度：运行流畅无卡顿"
427,石墨色,256GB,"快递很快 过年前就能换到新的手机很开心
外形外观：最喜欢的黑色
屏幕音效：肥肠的可以
拍照效果：nice清晰
运行速度：比闪电快"
428,石墨色,128GB 原装20W闪充,"手机是正品，用着很流畅，屏幕很清晰。
屏幕音效：清晰
运行速度：很快
待机时间：持久"
429,石墨色,256GB,"给女朋友买的，她很喜欢。
拍照效果：比苹果的其他系列好
运行速度：运行速度很快
待机时间：正常使用的话一天不需要充电"
430,远峰蓝色,512GB 原装20W闪充,手机非常好，店家服务一流，最快的时间送给到手中，现在pro还是一机难求的情况下，让我更早的拿到，赞?
431,远峰蓝色,256GB,苹果13很完美的，拍照比较清晰，手感很好。外观很酷，拍照效果非常清晰，有预算直接上256。
432,远峰蓝色,512GB 原装20W闪充,13确实不错 抢到真不容易 刘海比以前精致了 运行速率也快了很多 玩游戏杠杠滴 没有任何可以阻止我上分的脚步
433,银色,128GB,全新正品未激活未拆封  到货速度很快   13pro续航能力很长   这银色大爱啊   送的壳和膜都非常好  拍照效果杠杠得  运行速度很快  听歌音效有立体声  反正没缺点
434,石墨色,256GB,从发行到双十一入手后，运行起来还是一如既往地流畅。十三真香，除了机子有点厚以外其他都没毛病。拍照效果杠杠滴，运行速度很快。音效就没得说了真棒
435,远峰蓝色,256GB,我用了几天都没有出现一点问题，运行流畅，质量稳定。朋友很满意。支持苹果，永远的神！
436,远峰蓝色,256GB,快递速度很快 屏幕清晰 运行流畅 玩游戏没有卡顿现象 游戏体验不错
437,远峰蓝色,256GB 原装20W闪充,终于等到13香了，包装得很好，没有损坏，客服服务也很贴心
438,远峰蓝色,128GB,十三香果然名不虚传。无论外观还是使用体验都是超级一流的棒。第一台手机是摩托罗拉外，苹果手机一直用到现在。其中的原因就不言而喻了。物有所值。物超所值。
439,远峰蓝色,128GB,因为是疫情原因 快递两周才到， 解封后很快就到手上了 打开后发现摄像头位置有点磨损
440,金色,256GB 原装20W闪充,手机是正品，已经用了几天非常好，店家客服也很好，值得推荐，物流发货也很快。
441,银色,256GB,发货速度非常快，正品保证，还有赠品，很满意
442,远峰蓝色,128GB 原装20W闪充,手机是正品，送了很多大牌东西，很好支持很好?
443,远峰蓝色,128GB,"外形外观：好看
运行速度：速度快
电池续航非常能打"
444,银色,256GB,第1次从安卓转换到苹果。外观很精致也很漂亮是女朋友喜欢的颜色喜欢的颜色商家服务态度非常好，物流速度也非常快。
445,金色,256GB,非常好，没差，还赠送了壳膜套装，发货很快的，用起来很顺手，很满意。
446,远峰蓝色,256GB,"外形外观：非常好看
运行速度：很快
爱了爱了"
447,远峰蓝色,128GB,手机很好用，正品，店家服务态度很好，发货速度很快，赞一个，活动价格给力
448,远峰蓝色,256GB,运行流畅，外观设计非常好看，是正品，客服态度很好。
449,远峰蓝色,128GB 原装20W闪充,物流很快，正品行货，下次还来这买。
450,远峰蓝色,128GB,速度超快，不到24小时收到了！手机性能很好，喜欢?
451,256G 金色,套装五：搭配 店铺延保一年,颜色比图片上的更好看，质感非常好，整体很在线，试了一下拍摄，拍出来的画面确实很好看。
452,256G 苍岭绿色,套装一：搭配 90天碎屏保障,"外形外观：相当好看，从曲面屏回到直屏真不错
屏幕音效：好！
拍照效果：相当好，13pro拍照就是强
运行速度：新系统加新芯片杠杠滴
待机时间：很长，没有后台程序续航可以小撑一天"
453,256G 远峰蓝色,套装二：搭配 20W原充头,东西收到很快，外观特别好，屏幕清楚，运程度很好
454,256G 金色,套装一：搭配 90天品胜碎屏保障,"外形外观：两个字 高级。质感真的与众不同，我买的是金色，日落金的感觉，我认为是最好看的一个颜色。
屏幕音效：震动手感是一流，哒哒哒的感觉真的会上瘾。
拍照效果：还可以，但肯定不如安卓顶级旗舰，毕竟镜头硬件确实拉。
运行速度：很快，配合上13Pro的自适应高刷，纵享丝滑，同时还可以免除续航焦虑，十三香啊。"
455,128G 远峰蓝色,套装一：搭配 90天品胜碎屏保障,"外形外观：很棒 尺寸正合适
屏幕音效：顶级屏幕 音质也很棒
拍照效果：摄像感觉很棒 拍摄比拍照厉害
运行速度：没得说高刷新很舒服"
456,128G 金色（享一年延保）,套装一：搭配 90天碎屏保障,"很棒，是正品
买了这个12就可以退休了哈哈哈
外形外观：金灿灿的，很好看
屏幕音效：很棒，ios的音效从来没有让人失望过
拍照效果：这次13特别改进了拍照效果，肯定好评
运行速度：a15，不用问了
待机时间：大概五小时
其他特色：好看好看好看"
457,128G 远峰蓝色,套装一：搭配 90天碎屏保障,"外形外观：完美
屏幕音效：完美
拍照效果：好  清晰
运行速度：快
待机时间：长"
